M,N,Network,Layer,Recovery_Cycles,Sysarr_cycles,Recovery_sysarr_number,IBUF Read,WBUF Read,OBUF Write,best_tiling
4,256,DVS128Gesture,conv0/Convolution,61440,61440,64,1646784,1437696,2097152,"{'B/b': (1, 100), 'OW/ow': (8, 16), 'OH/oh': (8, 16), 'IC/ic': (1, 2), 'OC/oc': (1, 128)}"
4,512,DVS128Gesture,conv0/Convolution,77824,77824,64,1646784,1437696,4194304,"{'B/b': (1, 100), 'OW/ow': (8, 16), 'OH/oh': (8, 16), 'IC/ic': (1, 2), 'OC/oc': (1, 128)}"
8,1,DVS128Gesture,conv0/Convolution,3735060,3735060,2652,3022560,237855744,678912,"{'B/b': (1, 100), 'OW/ow': (8, 16), 'OH/oh': (8, 16), 'IC/ic': (1, 2), 'OC/oc': (1, 128)}"
8,2,DVS128Gesture,conv0/Convolution,1883744,1883744,1342,3022560,119872512,687104,"{'B/b': (1, 100), 'OW/ow': (8, 16), 'OH/oh': (8, 16), 'IC/ic': (1, 2), 'OC/oc': (1, 128)}"
8,4,DVS128Gesture,conv0/Convolution,960150,960150,687,3022560,61009920,703488,"{'B/b': (1, 100), 'OW/ow': (8, 16), 'OH/oh': (8, 16), 'IC/ic': (1, 2), 'OC/oc': (1, 128)}"
8,8,DVS128Gesture,conv0/Convolution,496368,496368,360,3022560,31444992,737280,"{'B/b': (1, 100), 'OW/ow': (8, 16), 'OH/oh': (8, 16), 'IC/ic': (1, 2), 'OC/oc': (1, 128)}"
8,16,DVS128Gesture,conv0/Convolution,267156,267156,198,3022560,16819200,811008,"{'B/b': (1, 100), 'OW/ow': (8, 16), 'OH/oh': (8, 16), 'IC/ic': (1, 2), 'OC/oc': (1, 128)}"
8,32,DVS128Gesture,conv0/Convolution,148446,148446,117,3022560,9216000,958464,"{'B/b': (1, 100), 'OW/ow': (8, 16), 'OH/oh': (8, 16), 'IC/ic': (1, 2), 'OC/oc': (1, 128)}"
8,64,DVS128Gesture,conv0/Convolution,90416,90416,80,3022560,5428224,1310720,"{'B/b': (1, 100), 'OW/ow': (8, 16), 'OH/oh': (8, 16), 'IC/ic': (1, 2), 'OC/oc': (1, 128)}"
8,128,DVS128Gesture,conv0/Convolution,66320,66320,64,3022560,3695616,2097152,"{'B/b': (1, 100), 'OW/ow': (8, 16), 'OH/oh': (8, 16), 'IC/ic': (1, 2), 'OC/oc': (1, 128)}"
8,256,DVS128Gesture,conv0/Convolution,74512,74512,64,3022560,3695616,4194304,"{'B/b': (1, 100), 'OW/ow': (8, 16), 'OH/oh': (8, 16), 'IC/ic': (1, 2), 'OC/oc': (1, 128)}"
8,512,DVS128Gesture,conv0/Convolution,90896,90896,64,3022560,3695616,8388608,"{'B/b': (1, 100), 'OW/ow': (8, 16), 'OH/oh': (8, 16), 'IC/ic': (1, 2), 'OC/oc': (1, 128)}"
16,1,DVS128Gesture,conv0/Convolution,15726783,15726783,8369,12646512,1996959744,4284928,"{'B/b': (1, 100), 'OW/ow': (8, 16), 'OH/oh': (8, 16), 'IC/ic': (1, 2), 'OC/oc': (1, 128)}"
16,2,DVS128Gesture,conv0/Convolution,7894880,7894880,4199,12646512,1001945088,4299776,"{'B/b': (1, 100), 'OW/ow': (8, 16), 'OH/oh': (8, 16), 'IC/ic': (1, 2), 'OC/oc': (1, 128)}"
16,4,DVS128Gesture,conv0/Convolution,3984570,3984570,2117,12646512,505147392,4335616,"{'B/b': (1, 100), 'OW/ow': (8, 16), 'OH/oh': (8, 16), 'IC/ic': (1, 2), 'OC/oc': (1, 128)}"
16,8,DVS128Gesture,conv0/Convolution,2027698,2027698,1075,12646512,256518144,4403200,"{'B/b': (1, 100), 'OW/ow': (8, 16), 'OH/oh': (8, 16), 'IC/ic': (1, 2), 'OC/oc': (1, 128)}"
16,16,DVS128Gesture,conv0/Convolution,1051290,1051290,555,12646512,132433920,4546560,"{'B/b': (1, 100), 'OW/ow': (8, 16), 'OH/oh': (8, 16), 'IC/ic': (1, 2), 'OC/oc': (1, 128)}"
16,32,DVS128Gesture,conv0/Convolution,561444,561444,294,12646512,70133760,4816896,"{'B/b': (1, 100), 'OW/ow': (8, 16), 'OH/oh': (8, 16), 'IC/ic': (1, 2), 'OC/oc': (1, 128)}"
16,64,DVS128Gesture,conv0/Convolution,302904,302904,156,12646512,37214208,5111808,"{'B/b': (1, 100), 'OW/ow': (8, 16), 'OH/oh': (8, 16), 'IC/ic': (1, 2), 'OC/oc': (1, 128)}"
16,128,DVS128Gesture,conv0/Convolution,180540,180540,90,12646512,21473280,5898240,"{'B/b': (1, 100), 'OW/ow': (8, 16), 'OH/oh': (8, 16), 'IC/ic': (1, 2), 'OC/oc': (1, 128)}"
16,256,DVS128Gesture,conv0/Convolution,136512,136512,64,12646512,15261696,8388608,"{'B/b': (1, 100), 'OW/ow': (8, 16), 'OH/oh': (8, 16), 'IC/ic': (1, 2), 'OC/oc': (1, 128)}"
16,512,DVS128Gesture,conv0/Convolution,152896,152896,64,12646512,15261696,16777216,"{'B/b': (1, 100), 'OW/ow': (8, 16), 'OH/oh': (8, 16), 'IC/ic': (1, 2), 'OC/oc': (1, 128)}"
32,1,DVS128Gesture,conv0/Convolution,16843732,16843732,8860,13464432,4241682432,9072640,"{'B/b': (1, 100), 'OW/ow': (8, 16), 'OH/oh': (8, 16), 'IC/ic': (1, 2), 'OC/oc': (1, 128)}"
32,2,DVS128Gesture,conv0/Convolution,8462400,8462400,4449,13464432,2129928192,9111552,"{'B/b': (1, 100), 'OW/ow': (8, 16), 'OH/oh': (8, 16), 'IC/ic': (1, 2), 'OC/oc': (1, 128)}"
32,4,DVS128Gesture,conv0/Convolution,4272744,4272744,2244,13464432,1074290688,9191424,"{'B/b': (1, 100), 'OW/ow': (8, 16), 'OH/oh': (8, 16), 'IC/ic': (1, 2), 'OC/oc': (1, 128)}"
32,8,DVS128Gesture,conv0/Convolution,2173330,2173330,1139,13464432,545292288,9330688,"{'B/b': (1, 100), 'OW/ow': (8, 16), 'OH/oh': (8, 16), 'IC/ic': (1, 2), 'OC/oc': (1, 128)}"
32,16,DVS128Gesture,conv0/Convolution,1118960,1118960,584,13464432,279576576,9568256,"{'B/b': (1, 100), 'OW/ow': (8, 16), 'OH/oh': (8, 16), 'IC/ic': (1, 2), 'OC/oc': (1, 128)}"
32,32,DVS128Gesture,conv0/Convolution,593162,593162,307,13464432,146976768,10059776,"{'B/b': (1, 100), 'OW/ow': (8, 16), 'OH/oh': (8, 16), 'IC/ic': (1, 2), 'OC/oc': (1, 128)}"
32,64,DVS128Gesture,conv0/Convolution,324102,324102,165,13464432,78999552,10813440,"{'B/b': (1, 100), 'OW/ow': (8, 16), 'OH/oh': (8, 16), 'IC/ic': (1, 2), 'OC/oc': (1, 128)}"
32,128,DVS128Gesture,conv0/Convolution,192706,192706,95,13464432,45490176,12451840,"{'B/b': (1, 100), 'OW/ow': (8, 16), 'OH/oh': (8, 16), 'IC/ic': (1, 2), 'OC/oc': (1, 128)}"
32,256,DVS128Gesture,conv0/Convolution,137968,137968,64,13464432,30633984,16777216,"{'B/b': (1, 100), 'OW/ow': (8, 16), 'OH/oh': (8, 16), 'IC/ic': (1, 2), 'OC/oc': (1, 128)}"
32,512,DVS128Gesture,conv0/Convolution,154352,154352,64,13464432,30633984,33554432,"{'B/b': (1, 100), 'OW/ow': (8, 16), 'OH/oh': (8, 16), 'IC/ic': (1, 2), 'OC/oc': (1, 128)}"
64,1,DVS128Gesture,conv0/Convolution,18442485,18442485,9531,14527008,9135120384,19519488,"{'B/b': (1, 100), 'OW/ow': (8, 16), 'OH/oh': (8, 16), 'IC/ic': (1, 2), 'OC/oc': (1, 128)}"
64,2,DVS128Gesture,conv0/Convolution,9250208,9250208,4778,14527008,4579540992,19570688,"{'B/b': (1, 100), 'OW/ow': (8, 16), 'OH/oh': (8, 16), 'IC/ic': (1, 2), 'OC/oc': (1, 128)}"
64,4,DVS128Gesture,conv0/Convolution,4664766,4664766,2407,14527008,2307022848,19718144,"{'B/b': (1, 100), 'OW/ow': (8, 16), 'OH/oh': (8, 16), 'IC/ic': (1, 2), 'OC/oc': (1, 128)}"
64,8,DVS128Gesture,conv0/Convolution,2375066,2375066,1223,14527008,1172201472,20037632,"{'B/b': (1, 100), 'OW/ow': (8, 16), 'OH/oh': (8, 16), 'IC/ic': (1, 2), 'OC/oc': (1, 128)}"
64,16,DVS128Gesture,conv0/Convolution,1216800,1216800,624,14527008,598081536,20447232,"{'B/b': (1, 100), 'OW/ow': (8, 16), 'OH/oh': (8, 16), 'IC/ic': (1, 2), 'OC/oc': (1, 128)}"
64,32,DVS128Gesture,conv0/Convolution,644848,644848,328,14527008,314376192,21495808,"{'B/b': (1, 100), 'OW/ow': (8, 16), 'OH/oh': (8, 16), 'IC/ic': (1, 2), 'OC/oc': (1, 128)}"
64,64,DVS128Gesture,conv0/Convolution,359640,359640,180,14527008,172523520,23592960,"{'B/b': (1, 100), 'OW/ow': (8, 16), 'OH/oh': (8, 16), 'IC/ic': (1, 2), 'OC/oc': (1, 128)}"
64,128,DVS128Gesture,conv0/Convolution,210324,210324,102,14527008,97763328,26738688,"{'B/b': (1, 100), 'OW/ow': (8, 16), 'OH/oh': (8, 16), 'IC/ic': (1, 2), 'OC/oc': (1, 128)}"
64,256,DVS128Gesture,conv0/Convolution,140160,140160,64,14527008,61341696,33554432,"{'B/b': (1, 100), 'OW/ow': (8, 16), 'OH/oh': (8, 16), 'IC/ic': (1, 2), 'OC/oc': (1, 128)}"
64,512,DVS128Gesture,conv0/Convolution,156544,156544,64,14527008,61341696,67108864,"{'B/b': (1, 100), 'OW/ow': (8, 16), 'OH/oh': (8, 16), 'IC/ic': (1, 2), 'OC/oc': (1, 128)}"
128,1,DVS128Gesture,conv0/Convolution,23524232,23524232,11768,18616464,22558408704,48201728,"{'B/b': (1, 100), 'OW/ow': (8, 16), 'OH/oh': (8, 16), 'IC/ic': (1, 2), 'OC/oc': (1, 128)}"
128,2,DVS128Gesture,conv0/Convolution,11796000,11796000,5898,18616464,11306041344,48316416,"{'B/b': (1, 100), 'OW/ow': (8, 16), 'OH/oh': (8, 16), 'IC/ic': (1, 2), 'OC/oc': (1, 128)}"
128,4,DVS128Gesture,conv0/Convolution,5937932,5937932,2966,18616464,5685608448,48594944,"{'B/b': (1, 100), 'OW/ow': (8, 16), 'OH/oh': (8, 16), 'IC/ic': (1, 2), 'OC/oc': (1, 128)}"
128,8,DVS128Gesture,conv0/Convolution,3002982,3002982,1497,18616464,2869641216,49053696,"{'B/b': (1, 100), 'OW/ow': (8, 16), 'OH/oh': (8, 16), 'IC/ic': (1, 2), 'OC/oc': (1, 128)}"
128,16,DVS128Gesture,conv0/Convolution,1536682,1536682,763,18616464,1462616064,50003968,"{'B/b': (1, 100), 'OW/ow': (8, 16), 'OH/oh': (8, 16), 'IC/ic': (1, 2), 'OC/oc': (1, 128)}"
128,32,DVS128Gesture,conv0/Convolution,803880,803880,396,18616464,759103488,51904512,"{'B/b': (1, 100), 'OW/ow': (8, 16), 'OH/oh': (8, 16), 'IC/ic': (1, 2), 'OC/oc': (1, 128)}"
128,64,DVS128Gesture,conv0/Convolution,435082,435082,211,18616464,404471808,55312384,"{'B/b': (1, 100), 'OW/ow': (8, 16), 'OH/oh': (8, 16), 'IC/ic': (1, 2), 'OC/oc': (1, 128)}"
128,128,DVS128Gesture,conv0/Convolution,272128,272128,128,18616464,245366784,67108864,"{'B/b': (1, 100), 'OW/ow': (8, 16), 'OH/oh': (8, 16), 'IC/ic': (1, 2), 'OC/oc': (1, 128)}"
128,256,DVS128Gesture,conv0/Convolution,144256,144256,64,18616464,122683392,67108864,"{'B/b': (1, 100), 'OW/ow': (8, 16), 'OH/oh': (8, 16), 'IC/ic': (1, 2), 'OC/oc': (1, 128)}"
128,512,DVS128Gesture,conv0/Convolution,160640,160640,64,18616464,122683392,134217728,"{'B/b': (1, 100), 'OW/ow': (8, 16), 'OH/oh': (8, 16), 'IC/ic': (1, 2), 'OC/oc': (1, 128)}"
256,1,DVS128Gesture,conv0/Convolution,25030536,25030536,11768,18616464,45116817408,96403456,"{'B/b': (1, 100), 'OW/ow': (8, 16), 'OH/oh': (8, 16), 'IC/ic': (1, 2), 'OC/oc': (1, 128)}"
256,2,DVS128Gesture,conv0/Convolution,12550944,12550944,5898,18616464,22612082688,96632832,"{'B/b': (1, 100), 'OW/ow': (8, 16), 'OH/oh': (8, 16), 'IC/ic': (1, 2), 'OC/oc': (1, 128)}"
256,4,DVS128Gesture,conv0/Convolution,6317580,6317580,2966,18616464,11371216896,97189888,"{'B/b': (1, 100), 'OW/ow': (8, 16), 'OH/oh': (8, 16), 'IC/ic': (1, 2), 'OC/oc': (1, 128)}"
256,8,DVS128Gesture,conv0/Convolution,3194598,3194598,1497,18616464,5739282432,98107392,"{'B/b': (1, 100), 'OW/ow': (8, 16), 'OH/oh': (8, 16), 'IC/ic': (1, 2), 'OC/oc': (1, 128)}"
256,16,DVS128Gesture,conv0/Convolution,1634346,1634346,763,18616464,2925232128,100007936,"{'B/b': (1, 100), 'OW/ow': (8, 16), 'OH/oh': (8, 16), 'IC/ic': (1, 2), 'OC/oc': (1, 128)}"
256,32,DVS128Gesture,conv0/Convolution,854568,854568,396,18616464,1518206976,103809024,"{'B/b': (1, 100), 'OW/ow': (8, 16), 'OH/oh': (8, 16), 'IC/ic': (1, 2), 'OC/oc': (1, 128)}"
256,64,DVS128Gesture,conv0/Convolution,462090,462090,211,18616464,808943616,110624768,"{'B/b': (1, 100), 'OW/ow': (8, 16), 'OH/oh': (8, 16), 'IC/ic': (1, 2), 'OC/oc': (1, 128)}"
256,128,DVS128Gesture,conv0/Convolution,288512,288512,128,18616464,490733568,134217728,"{'B/b': (1, 100), 'OW/ow': (8, 16), 'OH/oh': (8, 16), 'IC/ic': (1, 2), 'OC/oc': (1, 128)}"
256,256,DVS128Gesture,conv0/Convolution,152448,152448,64,18616464,245366784,134217728,"{'B/b': (1, 100), 'OW/ow': (8, 16), 'OH/oh': (8, 16), 'IC/ic': (1, 2), 'OC/oc': (1, 128)}"
256,512,DVS128Gesture,conv0/Convolution,168832,168832,64,18616464,245366784,268435456,"{'B/b': (1, 100), 'OW/ow': (8, 16), 'OH/oh': (8, 16), 'IC/ic': (1, 2), 'OC/oc': (1, 128)}"
512,1,DVS128Gesture,conv0/Convolution,28043144,28043144,11768,18616464,90233634816,192806912,"{'B/b': (1, 100), 'OW/ow': (8, 16), 'OH/oh': (8, 16), 'IC/ic': (1, 2), 'OC/oc': (1, 128)}"
512,2,DVS128Gesture,conv0/Convolution,14060832,14060832,5898,18616464,45224165376,193265664,"{'B/b': (1, 100), 'OW/ow': (8, 16), 'OH/oh': (8, 16), 'IC/ic': (1, 2), 'OC/oc': (1, 128)}"
512,4,DVS128Gesture,conv0/Convolution,7076876,7076876,2966,18616464,22742433792,194379776,"{'B/b': (1, 100), 'OW/ow': (8, 16), 'OH/oh': (8, 16), 'IC/ic': (1, 2), 'OC/oc': (1, 128)}"
512,8,DVS128Gesture,conv0/Convolution,3577830,3577830,1497,18616464,11478564864,196214784,"{'B/b': (1, 100), 'OW/ow': (8, 16), 'OH/oh': (8, 16), 'IC/ic': (1, 2), 'OC/oc': (1, 128)}"
512,16,DVS128Gesture,conv0/Convolution,1829674,1829674,763,18616464,5850464256,200015872,"{'B/b': (1, 100), 'OW/ow': (8, 16), 'OH/oh': (8, 16), 'IC/ic': (1, 2), 'OC/oc': (1, 128)}"
512,32,DVS128Gesture,conv0/Convolution,955944,955944,396,18616464,3036413952,207618048,"{'B/b': (1, 100), 'OW/ow': (8, 16), 'OH/oh': (8, 16), 'IC/ic': (1, 2), 'OC/oc': (1, 128)}"
512,64,DVS128Gesture,conv0/Convolution,516106,516106,211,18616464,1617887232,221249536,"{'B/b': (1, 100), 'OW/ow': (8, 16), 'OH/oh': (8, 16), 'IC/ic': (1, 2), 'OC/oc': (1, 128)}"
512,128,DVS128Gesture,conv0/Convolution,321280,321280,128,18616464,981467136,268435456,"{'B/b': (1, 100), 'OW/ow': (8, 16), 'OH/oh': (8, 16), 'IC/ic': (1, 2), 'OC/oc': (1, 128)}"
512,256,DVS128Gesture,conv0/Convolution,168832,168832,64,18616464,490733568,268435456,"{'B/b': (1, 100), 'OW/ow': (8, 16), 'OH/oh': (8, 16), 'IC/ic': (1, 2), 'OC/oc': (1, 128)}"
512,512,DVS128Gesture,conv0/Convolution,185216,185216,64,18616464,490733568,536870912,"{'B/b': (1, 100), 'OW/ow': (8, 16), 'OH/oh': (8, 16), 'IC/ic': (1, 2), 'OC/oc': (1, 128)}"
1,1,DVS128Gesture,conv1/Convolution,3133440,3133440,95,4921344,25067520,3040,"{'B/b': (1, 100), 'OW/ow': (4, 16), 'OH/oh': (4, 16), 'IC/ic': (8, 16), 'OC/oc': (1, 128)}"
1,2,DVS128Gesture,conv1/Convolution,1631283,1631283,51,4921344,13049856,3264,"{'B/b': (1, 100), 'OW/ow': (4, 16), 'OH/oh': (4, 16), 'IC/ic': (8, 16), 'OC/oc': (1, 128)}"
1,4,DVS128Gesture,conv1/Convolution,857175,857175,29,4921344,6856704,3712,"{'B/b': (1, 100), 'OW/ow': (4, 16), 'OH/oh': (4, 16), 'IC/ic': (8, 16), 'OC/oc': (1, 128)}"
1,8,DVS128Gesture,conv1/Convolution,516236,516236,20,4921344,4128768,5120,"{'B/b': (1, 100), 'OW/ow': (4, 16), 'OH/oh': (4, 16), 'IC/ic': (8, 16), 'OC/oc': (1, 128)}"
1,16,DVS128Gesture,conv1/Convolution,368895,368895,17,4921344,2949120,8704,"{'B/b': (1, 100), 'OW/ow': (4, 16), 'OH/oh': (4, 16), 'IC/ic': (8, 16), 'OC/oc': (1, 128)}"
1,32,DVS128Gesture,conv1/Convolution,304624,304624,16,4921344,2433024,16384,"{'B/b': (1, 100), 'OW/ow': (4, 16), 'OH/oh': (4, 16), 'IC/ic': (8, 16), 'OC/oc': (1, 128)}"
1,64,DVS128Gesture,conv1/Convolution,305136,305136,16,4921344,2433024,32768,"{'B/b': (1, 100), 'OW/ow': (4, 16), 'OH/oh': (4, 16), 'IC/ic': (8, 16), 'OC/oc': (1, 128)}"
1,128,DVS128Gesture,conv1/Convolution,306160,306160,16,4921344,2433024,65536,"{'B/b': (1, 100), 'OW/ow': (4, 16), 'OH/oh': (4, 16), 'IC/ic': (8, 16), 'OC/oc': (1, 128)}"
1,256,DVS128Gesture,conv1/Convolution,308208,308208,16,4921344,2433024,131072,"{'B/b': (1, 100), 'OW/ow': (4, 16), 'OH/oh': (4, 16), 'IC/ic': (8, 16), 'OC/oc': (1, 128)}"
1,512,DVS128Gesture,conv1/Convolution,312304,312304,16,4921344,2433024,262144,"{'B/b': (1, 100), 'OW/ow': (4, 16), 'OH/oh': (4, 16), 'IC/ic': (8, 16), 'OC/oc': (1, 128)}"
2,1,DVS128Gesture,conv1/Convolution,24570149,24570149,293,21639168,393117696,18752,"{'B/b': (1, 100), 'OW/ow': (4, 16), 'OH/oh': (4, 16), 'IC/ic': (8, 16), 'OC/oc': (1, 128)}"
2,2,DVS128Gesture,conv1/Convolution,12497198,12497198,151,21639168,199950336,19328,"{'B/b': (1, 100), 'OW/ow': (4, 16), 'OH/oh': (4, 16), 'IC/ic': (8, 16), 'OC/oc': (1, 128)}"
2,4,DVS128Gesture,conv1/Convolution,6525248,6525248,80,21639168,104398848,20480,"{'B/b': (1, 100), 'OW/ow': (4, 16), 'OH/oh': (4, 16), 'IC/ic': (8, 16), 'OC/oc': (1, 128)}"
2,8,DVS128Gesture,conv1/Convolution,3382608,3382608,42,21639168,54116352,21504,"{'B/b': (1, 100), 'OW/ow': (4, 16), 'OH/oh': (4, 16), 'IC/ic': (8, 16), 'OC/oc': (1, 128)}"
2,16,DVS128Gesture,conv1/Convolution,1963440,1963440,27,21639168,31408128,27648,"{'B/b': (1, 100), 'OW/ow': (4, 16), 'OH/oh': (4, 16), 'IC/ic': (8, 16), 'OC/oc': (1, 128)}"
2,32,DVS128Gesture,conv1/Convolution,1217120,1217120,19,21639168,19464192,38912,"{'B/b': (1, 100), 'OW/ow': (4, 16), 'OH/oh': (4, 16), 'IC/ic': (8, 16), 'OC/oc': (1, 128)}"
2,64,DVS128Gesture,conv1/Convolution,885760,885760,16,21639168,14155776,65536,"{'B/b': (1, 100), 'OW/ow': (4, 16), 'OH/oh': (4, 16), 'IC/ic': (8, 16), 'OC/oc': (1, 128)}"
2,128,DVS128Gesture,conv1/Convolution,886784,886784,16,21639168,14155776,131072,"{'B/b': (1, 100), 'OW/ow': (4, 16), 'OH/oh': (4, 16), 'IC/ic': (8, 16), 'OC/oc': (1, 128)}"
2,256,DVS128Gesture,conv1/Convolution,888832,888832,16,21639168,14155776,262144,"{'B/b': (1, 100), 'OW/ow': (4, 16), 'OH/oh': (4, 16), 'IC/ic': (8, 16), 'OC/oc': (1, 128)}"
2,512,DVS128Gesture,conv1/Convolution,892928,892928,16,21639168,14155776,524288,"{'B/b': (1, 100), 'OW/ow': (4, 16), 'OH/oh': (4, 16), 'IC/ic': (8, 16), 'OC/oc': (1, 128)}"
4,1,DVS128Gesture,conv1/Convolution,35086467,35086467,385,31454208,1122729984,49280,"{'B/b': (1, 100), 'OW/ow': (4, 16), 'OH/oh': (4, 16), 'IC/ic': (8, 16), 'OC/oc': (1, 128)}"
4,2,DVS128Gesture,conv1/Convolution,17713940,17713940,197,31454208,566820864,50432,"{'B/b': (1, 100), 'OW/ow': (4, 16), 'OH/oh': (4, 16), 'IC/ic': (8, 16), 'OC/oc': (1, 128)}"
4,4,DVS128Gesture,conv1/Convolution,9124458,9124458,103,31454208,291962880,52736,"{'B/b': (1, 100), 'OW/ow': (4, 16), 'OH/oh': (4, 16), 'IC/ic': (8, 16), 'OC/oc': (1, 128)}"
4,8,DVS128Gesture,conv1/Convolution,4691484,4691484,54,31454208,150110208,55296,"{'B/b': (1, 100), 'OW/ow': (4, 16), 'OH/oh': (4, 16), 'IC/ic': (8, 16), 'OC/oc': (1, 128)}"
4,16,DVS128Gesture,conv1/Convolution,2590272,2590272,32,31454208,82870272,65536,"{'B/b': (1, 100), 'OW/ow': (4, 16), 'OH/oh': (4, 16), 'IC/ic': (8, 16), 'OC/oc': (1, 128)}"
4,32,DVS128Gesture,conv1/Convolution,1585900,1585900,22,31454208,50724864,90112,"{'B/b': (1, 100), 'OW/ow': (4, 16), 'OH/oh': (4, 16), 'IC/ic': (8, 16), 'OC/oc': (1, 128)}"
4,64,DVS128Gesture,conv1/Convolution,1143972,1143972,18,31454208,36569088,147456,"{'B/b': (1, 100), 'OW/ow': (4, 16), 'OH/oh': (4, 16), 'IC/ic': (8, 16), 'OC/oc': (1, 128)}"
4,128,DVS128Gesture,conv1/Convolution,914464,914464,16,31454208,29196288,262144,"{'B/b': (1, 100), 'OW/ow': (4, 16), 'OH/oh': (4, 16), 'IC/ic': (8, 16), 'OC/oc': (1, 128)}"
4,256,DVS128Gesture,conv1/Convolution,916512,916512,16,31454208,29196288,524288,"{'B/b': (1, 100), 'OW/ow': (4, 16), 'OH/oh': (4, 16), 'IC/ic': (8, 16), 'OC/oc': (1, 128)}"
4,512,DVS128Gesture,conv1/Convolution,920608,920608,16,31454208,29196288,1048576,"{'B/b': (1, 100), 'OW/ow': (4, 16), 'OH/oh': (4, 16), 'IC/ic': (8, 16), 'OC/oc': (1, 128)}"
8,1,DVS128Gesture,conv1/Convolution,39410661,39410661,435,35555328,2522087424,111360,"{'B/b': (1, 100), 'OW/ow': (4, 16), 'OH/oh': (4, 16), 'IC/ic': (8, 16), 'OC/oc': (1, 128)}"
8,2,DVS128Gesture,conv1/Convolution,19935984,19935984,222,35555328,1275789312,113664,"{'B/b': (1, 100), 'OW/ow': (4, 16), 'OH/oh': (4, 16), 'IC/ic': (8, 16), 'OC/oc': (1, 128)}"
8,4,DVS128Gesture,conv1/Convolution,10147956,10147956,114,35555328,649396224,116736,"{'B/b': (1, 100), 'OW/ow': (4, 16), 'OH/oh': (4, 16), 'IC/ic': (8, 16), 'OC/oc': (1, 128)}"
8,8,DVS128Gesture,conv1/Convolution,5290838,5290838,61,35555328,338558976,124928,"{'B/b': (1, 100), 'OW/ow': (4, 16), 'OH/oh': (4, 16), 'IC/ic': (8, 16), 'OC/oc': (1, 128)}"
8,16,DVS128Gesture,conv1/Convolution,2968344,2968344,36,35555328,189923328,147456,"{'B/b': (1, 100), 'OW/ow': (4, 16), 'OH/oh': (4, 16), 'IC/ic': (8, 16), 'OC/oc': (1, 128)}"
8,32,DVS128Gesture,conv1/Convolution,1641322,1641322,23,35555328,104988672,188416,"{'B/b': (1, 100), 'OW/ow': (4, 16), 'OH/oh': (4, 16), 'IC/ic': (8, 16), 'OC/oc': (1, 128)}"
8,64,DVS128Gesture,conv1/Convolution,1144044,1144044,18,35555328,73138176,294912,"{'B/b': (1, 100), 'OW/ow': (4, 16), 'OH/oh': (4, 16), 'IC/ic': (8, 16), 'OC/oc': (1, 128)}"
8,128,DVS128Gesture,conv1/Convolution,914528,914528,16,35555328,58392576,524288,"{'B/b': (1, 100), 'OW/ow': (4, 16), 'OH/oh': (4, 16), 'IC/ic': (8, 16), 'OC/oc': (1, 128)}"
8,256,DVS128Gesture,conv1/Convolution,916576,916576,16,35555328,58392576,1048576,"{'B/b': (1, 100), 'OW/ow': (4, 16), 'OH/oh': (4, 16), 'IC/ic': (8, 16), 'OC/oc': (1, 128)}"
8,512,DVS128Gesture,conv1/Convolution,920672,920672,16,35555328,58392576,2097152,"{'B/b': (1, 100), 'OW/ow': (4, 16), 'OH/oh': (4, 16), 'IC/ic': (8, 16), 'OC/oc': (1, 128)}"
16,1,DVS128Gesture,conv1/Convolution,128463057,128463057,1311,117135360,16440754176,671232,"{'B/b': (1, 100), 'OW/ow': (4, 16), 'OH/oh': (4, 16), 'IC/ic': (8, 16), 'OC/oc': (1, 128)}"
16,2,DVS128Gesture,conv1/Convolution,64430368,64430368,658,117135360,8245739520,673792,"{'B/b': (1, 100), 'OW/ow': (4, 16), 'OH/oh': (4, 16), 'IC/ic': (8, 16), 'OC/oc': (1, 128)}"
16,4,DVS128Gesture,conv1/Convolution,32575338,32575338,333,117135360,4168876032,681984,"{'B/b': (1, 100), 'OW/ow': (4, 16), 'OH/oh': (4, 16), 'IC/ic': (8, 16), 'OC/oc': (1, 128)}"
16,8,DVS128Gesture,conv1/Convolution,16555676,16555676,170,117135360,2118647808,696320,"{'B/b': (1, 100), 'OW/ow': (4, 16), 'OH/oh': (4, 16), 'IC/ic': (8, 16), 'OC/oc': (1, 128)}"
16,16,DVS128Gesture,conv1/Convolution,8518224,8518224,88,117135360,1089994752,720896,"{'B/b': (1, 100), 'OW/ow': (4, 16), 'OH/oh': (4, 16), 'IC/ic': (8, 16), 'OC/oc': (1, 128)}"
16,32,DVS128Gesture,conv1/Convolution,4730062,4730062,49,117135360,605159424,802816,"{'B/b': (1, 100), 'OW/ow': (4, 16), 'OH/oh': (4, 16), 'IC/ic': (8, 16), 'OC/oc': (1, 128)}"
16,64,DVS128Gesture,conv1/Convolution,2720904,2720904,28,117135360,347996160,917504,"{'B/b': (1, 100), 'OW/ow': (4, 16), 'OH/oh': (4, 16), 'IC/ic': (8, 16), 'OC/oc': (1, 128)}"
16,128,DVS128Gesture,conv1/Convolution,1652220,1652220,18,117135360,211156992,1179648,"{'B/b': (1, 100), 'OW/ow': (4, 16), 'OH/oh': (4, 16), 'IC/ic': (8, 16), 'OC/oc': (1, 128)}"
