N,M,Max Precision (bits),Min Precision (bits),Network,Layer,Cycles,Memory wait cycles,WBUF Read,WBUF Write,OBUF Read,OBUF Write,IBUF Read,IBUF Write,DRAM Read,DRAM Write,Bandwidth (bits/cycle),WBUF Size (bits),OBUF Size (bits),IBUF Size (bits),Timesteps,in_sparsity_util,out_sparsity_util,best_tiling,TW,Speed,best_order
2,2,8,8,ImageNetSNN,conv13/Convolution,5780326008,632,46242201600,9437184,100352,200704,11560550400,20070400,29607936,100352,1024,65536,65536,131072,100,0.0,0.8199782917974883,"{'B/b': (1, 100), 'OW/ow': (7, 2), 'OH/oh': (7, 2), 'IC/ic': (1, 256), 'OC/oc': (256, 2)}",8,False,"('OW/ow', 'OC/oc', 'IC/ic', 'OH/oh', 'B/b')"
2,2,8,8,ImageNetSNN,conv14/Convolution,2949222965,565,1887436800,18874368,25088,229888,5780275200,4147200,23046656,25088,1024,65536,65536,131072,100,0.0,0.7967002305729984,"{'B/b': (1, 100), 'OW/ow': (1, 7), 'OH/oh': (1, 7), 'IC/ic': (8, 64), 'OC/oc': (256, 2)}",8,False,"('IC/ic', 'OC/oc', 'B/b', 'OW/ow', 'OH/oh')"
2,2,8,8,ImageNetSNN,conv15/Convolution,2949222965,565,1887436800,18874368,25088,229888,5780275200,4147200,23046656,25088,1024,65536,65536,131072,100,0.0,0.835275215855573,"{'B/b': (1, 100), 'OW/ow': (1, 7), 'OH/oh': (1, 7), 'IC/ic': (8, 64), 'OC/oc': (256, 2)}",8,False,"('IC/ic', 'OC/oc', 'B/b', 'OW/ow', 'OH/oh')"
2,2,8,8,ImageNetSNN,conv16/Convolution,2949222965,565,1887436800,18874368,25088,229888,5780275200,4147200,23046656,25088,1024,65536,65536,131072,100,0.07692307233810425,0.7710305877158556,"{'B/b': (1, 100), 'OW/ow': (1, 7), 'OH/oh': (1, 7), 'IC/ic': (8, 64), 'OC/oc': (256, 2)}",8,False,"('IC/ic', 'OC/oc', 'B/b', 'OW/ow', 'OH/oh')"
4,2,8,8,CIFAR10SNN,conv0/Convolution,472907855,79,1887436800,18432,2097152,4194304,117964800,29491200,31606784,2097152,1024,65536,65536,131072,100,0.0,0.686663921062763,"{'B/b': (1, 100), 'OW/ow': (32, 4), 'OH/oh': (32, 4), 'IC/ic': (1, 2), 'OC/oc': (4, 32)}",8,False,"('IC/ic', 'OC/oc', 'B/b', 'OW/ow', 'OH/oh')"
4,2,8,8,CIFAR10SNN,conv1/Convolution,30200037658,282,483183820800,1179648,2097152,4194304,120795955200,838860800,842137600,2097152,1024,65536,65536,131072,100,0.0,0.6732940673828125,"{'B/b': (1, 100), 'OW/ow': (64, 2), 'OH/oh': (64, 2), 'IC/ic': (1, 128), 'OC/oc': (64, 2)}",8,False,"('OW/ow', 'OC/oc', 'IC/ic', 'OH/oh', 'B/b')"
4,2,8,8,CIFAR10SNN,conv2/Convolution,7550009578,234,120795955200,1179648,524288,1048576,30198988800,209715200,211419136,524288,1024,65536,65536,131072,100,0.0,0.8752893301156851,"{'B/b': (1, 100), 'OW/ow': (32, 2), 'OH/oh': (32, 2), 'IC/ic': (1, 128), 'OC/oc': (64, 2)}",8,False,"('IC/ic', 'OC/oc', 'B/b', 'OW/ow', 'OH/oh')"
4,2,8,8,CIFAR10SNN,conv3/Convolution,7550009578,234,120795955200,1179648,524288,1048576,30198988800,209715200,211419136,524288,1024,65536,65536,131072,100,0.0,0.8919536884014423,"{'B/b': (1, 100), 'OW/ow': (32, 2), 'OH/oh': (32, 2), 'IC/ic': (1, 128), 'OC/oc': (64, 2)}",8,False,"('IC/ic', 'OC/oc', 'B/b', 'OW/ow', 'OH/oh')"
4,2,8,8,CIFAR10SNN,fc4/MatMul,3355476378,410,6710886400,67108864,512,66048,3355443200,13107200,80216576,512,1024,65536,65536,131072,100,0.0,0.9260817307692307,"{'B/b': (1, 100), 'OW/ow': (1, 1), 'OH/oh': (1, 1), 'IC/ic': (32, 4096), 'OC/oc': (256, 2)}",8,False,"('IC/ic', 'OC/oc', 'B/b', 'OW/ow', 'OH/oh')"
4,2,8,8,CIFAR10SNN,fc5/MatMul,256077,57,512000,5120,10,50,51200,51200,56330,10,1024,65536,65536,131072,100,0.0,0.8369230769230769,"{'B/b': (1, 100), 'OW/ow': (1, 1), 'OH/oh': (1, 1), 'IC/ic': (1, 512), 'OC/oc': (1, 10)}",8,False,"('OW/ow', 'OC/oc', 'IC/ic', 'OH/oh', 'B/b')"
4,2,8,8,DVS128Gesture,conv0/Convolution,472907855,79,1887436800,18432,2097152,4194304,117964800,29491200,31606784,2097152,1024,65536,65536,131072,100,0.0,0.9608177038339468,"{'B/b': (1, 100), 'OW/ow': (32, 4), 'OH/oh': (32, 4), 'IC/ic': (1, 2), 'OC/oc': (4, 32)}",8,False,"('IC/ic', 'OC/oc', 'B/b', 'OW/ow', 'OH/oh')"
4,2,8,8,DVS128Gesture,conv1/Convolution,7550009578,234,120795955200,1179648,524288,1048576,30198988800,209715200,211419136,524288,1024,65536,65536,131072,100,0.0,0.9522491357265375,"{'B/b': (1, 100), 'OW/ow': (32, 2), 'OH/oh': (32, 2), 'IC/ic': (1, 128), 'OC/oc': (64, 2)}",8,False,"('IC/ic', 'OC/oc', 'B/b', 'OW/ow', 'OH/oh')"
4,2,8,8,DVS128Gesture,conv2/Convolution,1887502810,474,30198988800,1179648,131072,262144,7549747200,52428800,53739520,131072,1024,65536,65536,131072,100,0.0,0.8379847208658854,"{'B/b': (1, 100), 'OW/ow': (16, 2), 'OH/oh': (16, 2), 'IC/ic': (1, 128), 'OC/oc': (64, 2)}",8,False,"('OW/ow', 'OC/oc', 'IC/ic', 'OH/oh', 'B/b')"
4,2,8,8,DVS128Gesture,conv3/Convolution,471875866,282,7549747200,1179648,32768,65536,1887436800,13107200,14319616,32768,1024,65536,65536,131072,100,0.0,0.8815777118389423,"{'B/b': (1, 100), 'OW/ow': (8, 2), 'OH/oh': (8, 2), 'IC/ic': (1, 128), 'OC/oc': (64, 2)}",8,False,"('OW/ow', 'OC/oc', 'IC/ic', 'OH/oh', 'B/b')"
4,2,8,8,DVS128Gesture,conv4/Convolution,117969130,234,1887436800,1179648,8192,16384,471859200,3276800,4464640,8192,1024,65536,65536,131072,100,0.0,0.8369265825320513,"{'B/b': (1, 100), 'OW/ow': (4, 2), 'OH/oh': (4, 2), 'IC/ic': (1, 128), 'OC/oc': (64, 2)}",8,False,"('OW/ow', 'OC/oc', 'IC/ic', 'OH/oh', 'B/b')"
4,2,8,8,DVS128Gesture,fc5/MatMul,3277902,78,6553600,65536,512,2560,12800,12800,78848,512,1024,65536,65536,131072,100,0.0,0.7122395833333333,"{'B/b': (1, 100), 'OW/ow': (1, 1), 'OH/oh': (1, 1), 'IC/ic': (1, 128), 'OC/oc': (1, 512)}",8,False,"('OW/ow', 'OC/oc', 'IC/ic', 'OH/oh', 'B/b')"
4,2,8,8,DVS128Gesture,fc6/MatMul,307281,57,563200,5632,11,59,51200,51200,56843,11,1024,65536,65536,131072,100,0.0,0.779020979020979,"{'B/b': (1, 100), 'OW/ow': (1, 1), 'OH/oh': (1, 1), 'IC/ic': (1, 512), 'OC/oc': (1, 11)}",8,False,"('OW/ow', 'OC/oc', 'IC/ic', 'OH/oh', 'B/b')"
4,2,8,8,ImageNetSNN,conv1/Convolution,1445169778,626,23121100800,294912,200704,401408,5780275200,180633600,181129216,200704,1024,65536,65536,131072,100,0.0,0.5592464524872449,"{'B/b': (1, 100), 'OW/ow': (28, 2), 'OH/oh': (28, 2), 'IC/ic': (1, 64), 'OC/oc': (32, 2)}",8,False,"('OW/ow', 'OC/oc', 'IC/ic', 'OH/oh', 'B/b')"
4,2,8,8,ImageNetSNN,conv2/Convolution,1445169653,501,23121100800,294912,200704,401408,5780275200,80281600,80777216,200704,1024,65536,65536,131072,100,0.0,0.4435433428178964,"{'B/b': (1, 100), 'OW/ow': (28, 2), 'OH/oh': (28, 2), 'IC/ic': (1, 64), 'OC/oc': (32, 2)}",8,False,"('OW/ow', 'OC/oc', 'IC/ic', 'OH/oh', 'B/b')"
4,2,8,8,ImageNetSNN,conv3/Convolution,1445169653,501,23121100800,294912,200704,401408,5780275200,80281600,80777216,200704,1024,65536,65536,131072,100,0.0,0.5953075941915227,"{'B/b': (1, 100), 'OW/ow': (28, 2), 'OH/oh': (28, 2), 'IC/ic': (1, 64), 'OC/oc': (32, 2)}",8,False,"('OW/ow', 'OC/oc', 'IC/ic', 'OH/oh', 'B/b')"
4,2,8,8,ImageNetSNN,conv4/Convolution,1445169653,501,23121100800,294912,200704,401408,5780275200,80281600,80777216,200704,1024,65536,65536,131072,100,0.0,0.41383407329277866,"{'B/b': (1, 100), 'OW/ow': (28, 2), 'OH/oh': (28, 2), 'IC/ic': (1, 64), 'OC/oc': (32, 2)}",8,False,"('OW/ow', 'OC/oc', 'IC/ic', 'OH/oh', 'B/b')"
4,2,8,8,ImageNetSNN,conv5/Convolution,2890338427,123,46242201600,589824,401408,802816,11560550400,80281600,81272832,401408,1024,65536,65536,131072,100,0.0,0.69461112269427,"{'B/b': (1, 100), 'OW/ow': (28, 2), 'OH/oh': (28, 2), 'IC/ic': (1, 64), 'OC/oc': (64, 2)}",8,False,"('IC/ic', 'OC/oc', 'B/b', 'OW/ow', 'OH/oh')"
4,2,8,8,ImageNetSNN,conv6/Convolution,1445119390,414,23121100800,1179648,100352,200704,5780275200,40140800,41420800,100352,1024,65536,65536,131072,100,0.0,0.7003915448390895,"{'B/b': (1, 100), 'OW/ow': (14, 2), 'OH/oh': (14, 2), 'IC/ic': (1, 128), 'OC/oc': (64, 2)}",8,False,"('OW/ow', 'OC/oc', 'IC/ic', 'OH/oh', 'B/b')"
4,2,8,8,ImageNetSNN,conv7/Convolution,1445119390,414,23121100800,1179648,100352,200704,5780275200,40140800,41420800,100352,1024,65536,65536,131072,100,0.0,0.7393773915816326,"{'B/b': (1, 100), 'OW/ow': (14, 2), 'OH/oh': (14, 2), 'IC/ic': (1, 128), 'OC/oc': (64, 2)}",8,False,"('OW/ow', 'OC/oc', 'IC/ic', 'OH/oh', 'B/b')"
4,2,8,8,ImageNetSNN,conv8/Convolution,1445119390,414,23121100800,1179648,100352,200704,5780275200,40140800,41420800,100352,1024,65536,65536,131072,100,0.0,0.605221926510989,"{'B/b': (1, 100), 'OW/ow': (14, 2), 'OH/oh': (14, 2), 'IC/ic': (1, 128), 'OC/oc': (64, 2)}",8,False,"('OW/ow', 'OC/oc', 'IC/ic', 'OH/oh', 'B/b')"
4,2,8,8,ImageNetSNN,conv9/Convolution,2890238562,610,46242201600,2359296,200704,401408,11560550400,40140800,42700800,200704,1024,65536,65536,131072,100,0.0,0.7407050260007849,"{'B/b': (1, 100), 'OW/ow': (14, 2), 'OH/oh': (14, 2), 'IC/ic': (1, 128), 'OC/oc': (128, 2)}",8,False,"('OW/ow', 'OC/oc', 'IC/ic', 'OH/oh', 'B/b')"
4,2,8,8,ImageNetSNN,conv10/Convolution,1445094422,534,23121100800,4718592,50176,100352,5780275200,20070400,24839168,50176,1024,65536,65536,131072,100,0.0,0.6952588427197802,"{'B/b': (1, 100), 'OW/ow': (7, 2), 'OH/oh': (7, 2), 'IC/ic': (1, 256), 'OC/oc': (128, 2)}",8,False,"('OW/ow', 'OC/oc', 'IC/ic', 'OH/oh', 'B/b')"
4,2,8,8,ImageNetSNN,conv11/Convolution,1445094422,534,23121100800,4718592,50176,100352,5780275200,20070400,24839168,50176,1024,65536,65536,131072,100,0.0,0.7896282010400314,"{'B/b': (1, 100), 'OW/ow': (7, 2), 'OH/oh': (7, 2), 'IC/ic': (1, 256), 'OC/oc': (128, 2)}",8,False,"('OW/ow', 'OC/oc', 'IC/ic', 'OH/oh', 'B/b')"
4,2,8,8,ImageNetSNN,conv12/Convolution,1445094422,534,23121100800,4718592,50176,100352,5780275200,20070400,24839168,50176,1024,65536,65536,131072,100,0.0,0.6520585998822606,"{'B/b': (1, 100), 'OW/ow': (7, 2), 'OH/oh': (7, 2), 'IC/ic': (1, 256), 'OC/oc': (128, 2)}",8,False,"('OW/ow', 'OC/oc', 'IC/ic', 'OH/oh', 'B/b')"
4,2,8,8,ImageNetSNN,conv13/Convolution,2890188408,632,46242201600,9437184,100352,200704,11560550400,20070400,29607936,100352,1024,65536,65536,131072,100,0.0,0.8199782917974883,"{'B/b': (1, 100), 'OW/ow': (7, 2), 'OH/oh': (7, 2), 'IC/ic': (1, 256), 'OC/oc': (256, 2)}",8,False,"('OW/ow', 'OC/oc', 'IC/ic', 'OH/oh', 'B/b')"
4,2,8,8,ImageNetSNN,conv14/Convolution,1533649461,565,1887436800,18874368,25088,238080,5780275200,4147200,23046656,25088,1024,65536,65536,131072,100,0.0,0.7967002305729984,"{'B/b': (1, 100), 'OW/ow': (1, 7), 'OH/oh': (1, 7), 'IC/ic': (8, 64), 'OC/oc': (256, 2)}",8,False,"('IC/ic', 'OC/oc', 'B/b', 'OW/ow', 'OH/oh')"
4,2,8,8,ImageNetSNN,conv15/Convolution,1533649461,565,1887436800,18874368,25088,238080,5780275200,4147200,23046656,25088,1024,65536,65536,131072,100,0.0,0.835275215855573,"{'B/b': (1, 100), 'OW/ow': (1, 7), 'OH/oh': (1, 7), 'IC/ic': (8, 64), 'OC/oc': (256, 2)}",8,False,"('IC/ic', 'OC/oc', 'B/b', 'OW/ow', 'OH/oh')"
4,2,8,8,ImageNetSNN,conv16/Convolution,1533649461,565,1887436800,18874368,25088,238080,5780275200,4147200,23046656,25088,1024,65536,65536,131072,100,0.07692307233810425,0.7710305877158556,"{'B/b': (1, 100), 'OW/ow': (1, 7), 'OH/oh': (1, 7), 'IC/ic': (8, 64), 'OC/oc': (256, 2)}",8,False,"('IC/ic', 'OC/oc', 'B/b', 'OW/ow', 'OH/oh')"
8,2,8,8,CIFAR10SNN,conv0/Convolution,236978255,79,1887436800,18432,2097152,4194304,117964800,29491200,31606784,2097152,1024,65536,65536,131072,100,0.0,0.686663921062763,"{'B/b': (1, 100), 'OW/ow': (32, 4), 'OH/oh': (32, 4), 'IC/ic': (1, 2), 'OC/oc': (4, 32)}",8,False,"('IC/ic', 'OC/oc', 'B/b', 'OW/ow', 'OH/oh')"
8,2,8,8,CIFAR10SNN,conv1/Convolution,15100543508,532,120795955200,1179648,2097152,4194304,120795955200,471859200,475136000,2097152,1024,65536,65536,131072,100,0.0,0.6732940673828125,"{'B/b': (1, 100), 'OW/ow': (32, 4), 'OH/oh': (32, 4), 'IC/ic': (1, 128), 'OC/oc': (64, 2)}",8,False,"('IC/ic', 'OC/oc', 'B/b', 'OW/ow', 'OH/oh')"
8,2,8,8,CIFAR10SNN,conv2/Convolution,3775136228,484,30198988800,1179648,524288,1048576,30198988800,117964800,119668736,524288,1024,65536,65536,131072,100,0.0,0.8752893301156851,"{'B/b': (1, 100), 'OW/ow': (16, 4), 'OH/oh': (16, 4), 'IC/ic': (1, 128), 'OC/oc': (64, 2)}",8,False,"('IC/ic', 'OC/oc', 'B/b', 'OW/ow', 'OH/oh')"
8,2,8,8,CIFAR10SNN,conv3/Convolution,3775136228,484,30198988800,1179648,524288,1048576,30198988800,117964800,119668736,524288,1024,65536,65536,131072,100,0.0,0.8919536884014423,"{'B/b': (1, 100), 'OW/ow': (16, 4), 'OH/oh': (16, 4), 'IC/ic': (1, 128), 'OC/oc': (64, 2)}",8,False,"('IC/ic', 'OC/oc', 'B/b', 'OW/ow', 'OH/oh')"
8,2,8,8,CIFAR10SNN,fc4/MatMul,3355509146,410,6710886400,67108864,512,131584,3355443200,13107200,80216576,512,1024,65536,65536,131072,100,0.0,0.9260817307692307,"{'B/b': (1, 100), 'OW/ow': (1, 1), 'OH/oh': (1, 1), 'IC/ic': (32, 4096), 'OC/oc': (256, 2)}",8,False,"('IC/ic', 'OC/oc', 'B/b', 'OW/ow', 'OH/oh')"
8,2,8,8,CIFAR10SNN,fc5/MatMul,256097,57,512000,5120,10,90,51200,51200,56330,10,1024,65536,65536,131072,100,0.0,0.8369230769230769,"{'B/b': (1, 100), 'OW/ow': (1, 1), 'OH/oh': (1, 1), 'IC/ic': (1, 512), 'OC/oc': (1, 10)}",8,False,"('OW/ow', 'OC/oc', 'IC/ic', 'OH/oh', 'B/b')"
8,2,8,8,DVS128Gesture,conv0/Convolution,236978255,79,1887436800,18432,2097152,4194304,117964800,29491200,31606784,2097152,1024,65536,65536,131072,100,0.0,0.9608177038339468,"{'B/b': (1, 100), 'OW/ow': (32, 4), 'OH/oh': (32, 4), 'IC/ic': (1, 2), 'OC/oc': (4, 32)}",8,False,"('IC/ic', 'OC/oc', 'B/b', 'OW/ow', 'OH/oh')"
8,2,8,8,DVS128Gesture,conv1/Convolution,3775136228,484,30198988800,1179648,524288,1048576,30198988800,117964800,119668736,524288,1024,65536,65536,131072,100,0.0,0.9522491357265375,"{'B/b': (1, 100), 'OW/ow': (16, 4), 'OH/oh': (16, 4), 'IC/ic': (1, 128), 'OC/oc': (64, 2)}",8,False,"('IC/ic', 'OC/oc', 'B/b', 'OW/ow', 'OH/oh')"
8,2,8,8,DVS128Gesture,conv2/Convolution,943784660,724,7549747200,1179648,131072,262144,7549747200,29491200,30801920,131072,1024,65536,65536,131072,100,0.0,0.8379847208658854,"{'B/b': (1, 100), 'OW/ow': (8, 4), 'OH/oh': (8, 4), 'IC/ic': (1, 128), 'OC/oc': (64, 2)}",8,False,"('OW/ow', 'OC/oc', 'IC/ic', 'OH/oh', 'B/b')"
8,2,8,8,DVS128Gesture,conv3/Convolution,235946516,532,1887436800,1179648,32768,65536,1887436800,7372800,8585216,32768,1024,65536,65536,131072,100,0.0,0.8815777118389423,"{'B/b': (1, 100), 'OW/ow': (4, 4), 'OH/oh': (4, 4), 'IC/ic': (1, 128), 'OC/oc': (64, 2)}",8,False,"('OW/ow', 'OC/oc', 'IC/ic', 'OH/oh', 'B/b')"
8,2,8,8,DVS128Gesture,conv4/Convolution,58986980,484,471859200,1179648,8192,16384,471859200,1843200,3031040,8192,1024,65536,65536,131072,100,0.0,0.8369265825320513,"{'B/b': (1, 100), 'OW/ow': (2, 4), 'OH/oh': (2, 4), 'IC/ic': (1, 128), 'OC/oc': (64, 2)}",8,False,"('OW/ow', 'OC/oc', 'IC/ic', 'OH/oh', 'B/b')"
8,2,8,8,DVS128Gesture,fc5/MatMul,3278926,78,6553600,65536,512,4608,12800,12800,78848,512,1024,65536,65536,131072,100,0.0,0.7122395833333333,"{'B/b': (1, 100), 'OW/ow': (1, 1), 'OH/oh': (1, 1), 'IC/ic': (1, 128), 'OC/oc': (1, 512)}",8,False,"('OW/ow', 'OC/oc', 'IC/ic', 'OH/oh', 'B/b')"
8,2,8,8,DVS128Gesture,fc6/MatMul,307305,57,563200,5632,11,107,51200,51200,56843,11,1024,65536,65536,131072,100,0.0,0.779020979020979,"{'B/b': (1, 100), 'OW/ow': (1, 1), 'OH/oh': (1, 1), 'IC/ic': (1, 512), 'OC/oc': (1, 11)}",8,False,"('OW/ow', 'OC/oc', 'IC/ic', 'OH/oh', 'B/b')"
8,2,8,8,ImageNetSNN,conv1/Convolution,722735955,851,5780275200,294912,200704,602112,5780275200,180633600,181129216,200704,1024,65536,65536,131072,100,0.0,0.5592464524872449,"{'B/b': (1, 100), 'OW/ow': (14, 4), 'OH/oh': (14, 4), 'IC/ic': (2, 32), 'OC/oc': (32, 2)}",8,False,"('OW/ow', 'OC/oc', 'IC/ic', 'OH/oh', 'B/b')"
8,2,8,8,ImageNetSNN,conv2/Convolution,722635378,626,5780275200,294912,200704,401408,5780275200,45158400,45654016,200704,1024,65536,65536,131072,100,0.0,0.4435433428178964,"{'B/b': (1, 100), 'OW/ow': (14, 4), 'OH/oh': (14, 4), 'IC/ic': (1, 64), 'OC/oc': (32, 2)}",8,False,"('OW/ow', 'OC/oc', 'IC/ic', 'OH/oh', 'B/b')"
8,2,8,8,ImageNetSNN,conv3/Convolution,722635378,626,5780275200,294912,200704,401408,5780275200,45158400,45654016,200704,1024,65536,65536,131072,100,0.0,0.5953075941915227,"{'B/b': (1, 100), 'OW/ow': (14, 4), 'OH/oh': (14, 4), 'IC/ic': (1, 64), 'OC/oc': (32, 2)}",8,False,"('OW/ow', 'OC/oc', 'IC/ic', 'OH/oh', 'B/b')"
8,2,8,8,ImageNetSNN,conv4/Convolution,722635378,626,5780275200,294912,200704,401408,5780275200,45158400,45654016,200704,1024,65536,65536,131072,100,0.0,0.41383407329277866,"{'B/b': (1, 100), 'OW/ow': (14, 4), 'OH/oh': (14, 4), 'IC/ic': (1, 64), 'OC/oc': (32, 2)}",8,False,"('OW/ow', 'OC/oc', 'IC/ic', 'OH/oh', 'B/b')"
8,2,8,8,ImageNetSNN,conv5/Convolution,1445269752,248,11560550400,589824,401408,802816,11560550400,45158400,46149632,401408,1024,65536,65536,131072,100,0.0,0.69461112269427,"{'B/b': (1, 100), 'OW/ow': (14, 4), 'OH/oh': (14, 4), 'IC/ic': (1, 64), 'OC/oc': (64, 2)}",8,False,"('IC/ic', 'OC/oc', 'B/b', 'OW/ow', 'OH/oh')"
8,2,8,8,ImageNetSNN,conv6/Convolution,722585240,664,5780275200,1179648,100352,200704,5780275200,22579200,23859200,100352,1024,65536,65536,131072,100,0.0,0.7003915448390895,"{'B/b': (1, 100), 'OW/ow': (7, 4), 'OH/oh': (7, 4), 'IC/ic': (1, 128), 'OC/oc': (64, 2)}",8,False,"('OW/ow', 'OC/oc', 'IC/ic', 'OH/oh', 'B/b')"
8,2,8,8,ImageNetSNN,conv7/Convolution,722585240,664,5780275200,1179648,100352,200704,5780275200,22579200,23859200,100352,1024,65536,65536,131072,100,0.0,0.7393773915816326,"{'B/b': (1, 100), 'OW/ow': (7, 4), 'OH/oh': (7, 4), 'IC/ic': (1, 128), 'OC/oc': (64, 2)}",8,False,"('OW/ow', 'OC/oc', 'IC/ic', 'OH/oh', 'B/b')"
8,2,8,8,ImageNetSNN,conv8/Convolution,722585240,664,5780275200,1179648,100352,200704,5780275200,22579200,23859200,100352,1024,65536,65536,131072,100,0.0,0.605221926510989,"{'B/b': (1, 100), 'OW/ow': (7, 4), 'OH/oh': (7, 4), 'IC/ic': (1, 128), 'OC/oc': (64, 2)}",8,False,"('OW/ow', 'OC/oc', 'IC/ic', 'OH/oh', 'B/b')"
8,2,8,8,ImageNetSNN,conv9/Convolution,1445170012,860,11560550400,2359296,200704,401408,11560550400,22579200,25139200,200704,1024,65536,65536,131072,100,0.0,0.7407050260007849,"{'B/b': (1, 100), 'OW/ow': (7, 4), 'OH/oh': (7, 4), 'IC/ic': (1, 128), 'OC/oc': (128, 2)}",8,False,"('OW/ow', 'OC/oc', 'IC/ic', 'OH/oh', 'B/b')"
8,2,8,8,ImageNetSNN,conv10/Convolution,737690101,501,471859200,4718592,50176,869376,5780275200,6553600,11322368,50176,1024,65536,65536,131072,100,0.0,0.6952588427197802,"{'B/b': (1, 100), 'OW/ow': (1, 14), 'OH/oh': (1, 14), 'IC/ic': (16, 16), 'OC/oc': (128, 2)}",8,False,"('IC/ic', 'OC/oc', 'B/b', 'OW/ow', 'OH/oh')"
8,2,8,8,ImageNetSNN,conv11/Convolution,737690101,501,471859200,4718592,50176,869376,5780275200,6553600,11322368,50176,1024,65536,65536,131072,100,0.0,0.7896282010400314,"{'B/b': (1, 100), 'OW/ow': (1, 14), 'OH/oh': (1, 14), 'IC/ic': (16, 16), 'OC/oc': (128, 2)}",8,False,"('IC/ic', 'OC/oc', 'B/b', 'OW/ow', 'OH/oh')"
8,2,8,8,ImageNetSNN,conv12/Convolution,737690101,501,471859200,4718592,50176,869376,5780275200,6553600,11322368,50176,1024,65536,65536,131072,100,0.0,0.6520585998822606,"{'B/b': (1, 100), 'OW/ow': (1, 14), 'OH/oh': (1, 14), 'IC/ic': (16, 16), 'OC/oc': (128, 2)}",8,False,"('IC/ic', 'OC/oc', 'B/b', 'OW/ow', 'OH/oh')"
8,2,8,8,ImageNetSNN,conv13/Convolution,1475379799,599,943718400,9437184,100352,1738752,11560550400,6553600,16091136,100352,1024,65536,65536,131072,100,0.0,0.8199782917974883,"{'B/b': (1, 100), 'OW/ow': (1, 14), 'OH/oh': (1, 14), 'IC/ic': (16, 16), 'OC/oc': (256, 2)}",8,False,"('IC/ic', 'OC/oc', 'B/b', 'OW/ow', 'OH/oh')"
8,2,8,8,ImageNetSNN,conv14/Convolution,825868853,565,1887436800,18874368,25088,254464,5780275200,4147200,23046656,25088,1024,65536,65536,131072,100,0.0,0.7967002305729984,"{'B/b': (1, 100), 'OW/ow': (1, 7), 'OH/oh': (1, 7), 'IC/ic': (8, 64), 'OC/oc': (256, 2)}",8,False,"('IC/ic', 'OC/oc', 'B/b', 'OW/ow', 'OH/oh')"
8,2,8,8,ImageNetSNN,conv15/Convolution,825868853,565,1887436800,18874368,25088,254464,5780275200,4147200,23046656,25088,1024,65536,65536,131072,100,0.0,0.835275215855573,"{'B/b': (1, 100), 'OW/ow': (1, 7), 'OH/oh': (1, 7), 'IC/ic': (8, 64), 'OC/oc': (256, 2)}",8,False,"('IC/ic', 'OC/oc', 'B/b', 'OW/ow', 'OH/oh')"
8,2,8,8,ImageNetSNN,conv16/Convolution,825868853,565,1887436800,18874368,25088,254464,5780275200,4147200,23046656,25088,1024,65536,65536,131072,100,0.07692307233810425,0.7710305877158556,"{'B/b': (1, 100), 'OW/ow': (1, 7), 'OH/oh': (1, 7), 'IC/ic': (8, 64), 'OC/oc': (256, 2)}",8,False,"('IC/ic', 'OC/oc', 'B/b', 'OW/ow', 'OH/oh')"
16,2,8,8,CIFAR10SNN,conv0/Convolution,119013455,79,1887436800,18432,2097152,4194304,117964800,29491200,31606784,2097152,1024,65536,65536,131072,100,0.0,0.686663921062763,"{'B/b': (1, 100), 'OW/ow': (32, 4), 'OH/oh': (32, 4), 'IC/ic': (1, 2), 'OC/oc': (4, 32)}",8,False,"('IC/ic', 'OC/oc', 'B/b', 'OW/ow', 'OH/oh')"
16,2,8,8,CIFAR10SNN,conv1/Convolution,7550796308,532,120795955200,1179648,2097152,4194304,120795955200,471859200,475136000,2097152,1024,65536,65536,131072,100,0.0,0.6732940673828125,"{'B/b': (1, 100), 'OW/ow': (32, 4), 'OH/oh': (32, 4), 'IC/ic': (1, 128), 'OC/oc': (64, 2)}",8,False,"('IC/ic', 'OC/oc', 'B/b', 'OW/ow', 'OH/oh')"
16,2,8,8,CIFAR10SNN,conv2/Convolution,1887699428,484,30198988800,1179648,524288,1048576,30198988800,117964800,119668736,524288,1024,65536,65536,131072,100,0.0,0.8752893301156851,"{'B/b': (1, 100), 'OW/ow': (16, 4), 'OH/oh': (16, 4), 'IC/ic': (1, 128), 'OC/oc': (64, 2)}",8,False,"('IC/ic', 'OC/oc', 'B/b', 'OW/ow', 'OH/oh')"
16,2,8,8,CIFAR10SNN,conv3/Convolution,1887699428,484,30198988800,1179648,524288,1048576,30198988800,117964800,119668736,524288,1024,65536,65536,131072,100,0.0,0.8919536884014423,"{'B/b': (1, 100), 'OW/ow': (16, 4), 'OH/oh': (16, 4), 'IC/ic': (1, 128), 'OC/oc': (64, 2)}",8,False,"('IC/ic', 'OC/oc', 'B/b', 'OW/ow', 'OH/oh')"
16,2,8,8,CIFAR10SNN,fc4/MatMul,3355574682,410,6710886400,67108864,512,262656,3355443200,13107200,80216576,512,1024,65536,65536,131072,100,0.0,0.9260817307692307,"{'B/b': (1, 100), 'OW/ow': (1, 1), 'OH/oh': (1, 1), 'IC/ic': (32, 4096), 'OC/oc': (256, 2)}",8,False,"('IC/ic', 'OC/oc', 'B/b', 'OW/ow', 'OH/oh')"
