Module,Frequency,N,M,Max Precision (bits),Min Precision (bits),Area (um^2),Leakage Power (nW),Dynamic Power (nW),Total Power (nW)



systolic_array,500000000,16,16,8,8,99547.895699,257700,33134900,620937.5
