Module,Frequency,N,M,Max Precision (bits),Min Precision (bits),Area (um^2),Leakage Power (nW),Dynamic Power (nW),Total Power (nW)



systolic_array,500000000,4,4,8,8,2923.7669995,257700,1567881.25,620937.5
